PC1,PC2,PC3,PC4,PC5
1.7312415691306835,0.8240837225129007,-0.3843202896676198,-0.45162277510929155,-0.08776605732410139
0.3013976363884008,-2.533637604433188,0.6215818883689743,-0.9393133926551605,-0.7944559835667814
-1.1941989219876858,0.8875684433605168,-1.1844553563094893,1.1291145913994631,-1.1526258469408588
0.9301404227441484,0.030105588740946362,-0.11121291418206757,-1.3094518207191281,-0.5054521061389528
1.4995108668742554,0.5177803741175333,-0.794300207602592,-0.12537607406328752,-0.253049118334382
-0.11254734867690565,0.6764133029821469,-1.2090291612053552,-0.3933344659852911,0.7881860292865073
-4.944544478830178,1.9652991596646265,1.6207081151825933,0.20157185414779297,-1.50972830838736
0.2524236351042128,0.9046620167814153,-1.0744336834132497,0.37431681959200447,0.10310635581330388
0.5032800440743866,0.43001603407773015,-0.7881589353934833,-0.40030220379357717,-0.5435340342778334
0.600626163523636,0.5104009297271924,0.3124166279991589,-1.7196711959884388,-0.9093649833981148
-0.030363082632708458,0.9909954098651191,-1.2173833729629095,0.1346046362308694,0.6803168174058355
0.8911718691881143,0.848592846717086,-0.36382027594208405,-0.2997723135973891,-0.27860142594082493
-1.041242929099945,1.4285942398209872,-0.5054925635644959,0.5167453302917563,0.05116595799206272
-1.307759183076432,1.0368887951497046,-0.4743052778717195,-0.26732825821833084,-0.005658171076686177
1.2759363512275868,-0.39594328127105766,-1.0472130019987336,-0.4834689450246533,-0.1751228940108746
-1.3391076314912242,-1.7258833977189412,-1.2443672230908742,-0.9470345604403813,0.3485550821220838
1.7168128722117155,-1.2708537066238277,0.8445090591106305,0.5024787317423526,1.81152478565629
1.2183947375611495,1.3594663857163924,0.6902570997991948,-1.174415067145573,0.0014799659065168585
-0.5130220208977739,0.10414864295611324,-0.928233668742099,-0.7169489207124121,-0.8704952686680698
-0.640437615614177,-0.3155549676805345,-3.46724383873087,-1.3509470234939558,2.29545453313834
0.16889267395974614,-0.2167560155527375,-3.5160106976472902,-1.447766225313689,2.5242036677099557
-4.6876476804331055,-0.7327721449304692,-1.070158892290974,0.8972475056981849,-0.29941809208763853
0.21536658491037622,1.4120794039249158,0.11827545004111767,-0.46801552988286604,0.28073215740323326
-2.74997023643182,-3.360383689507878,1.467506435986254,-0.7961429073073669,-0.34368268270187186
0.7370966875284315,-2.0468412922886157,-0.8639215832505277,-0.2873019874474664,0.2955359444291839
0.4501916237239565,1.217229142822908,-0.8209559093463401,0.509286285969785,-0.05524083446952141
1.1148078711021259,-0.5725760028688665,-0.6793786581586294,0.36575213925142763,-0.1741018770075431
0.7174219727402827,1.2943863775888937,-0.8421684533037677,0.6897839262333884,0.03996205064605632
